States/UTs,Crime_Head,Count,Year,Main_Category,Month,Time_of_Day,District,Latitude,Longitude,Victim_Age,Victim_Age_Group,Victim_Caste_Category,Marital_Status,Perpetrator_Relationship,Victim_Occupation,Victim_Education_Level
Haryana,INSULT TO THE MODESTY OF WOMEN,401,2001,Assault & Modesty-related,July,Morning,Jalandhar,20.90602292,87.3694917,20,18-30,OBC,Widowed,Relative,Student,Secondary
Himachal Pradesh,INSULT TO THE MODESTY OF WOMEN,14,2001,Assault & Modesty-related,July,Night,Jodhpur,13.50448681,74.89101996,58,51+,OBC,Married,Husband,Labourer,Primary
Jammu & Kashmir,INSULT TO THE MODESTY OF WOMEN,288,2001,Assault & Modesty-related,October,Night,Amritsar,24.23892435,95.42182016,21,18-30,General,Unmarried,Neighbor,Housewife,Primary
Jharkhand,INSULT TO THE MODESTY OF WOMEN,5,2001,Assault & Modesty-related,August,Evening,Raipur,24.81167643,81.13733321,21,18-30,ST,Married,Husband,Housewife,Graduate
Karnataka,INSULT TO THE MODESTY OF WOMEN,81,2001,Assault & Modesty-related,September,Morning,Bhubaneswar,36.46688628,75.84479892,33,31-50,OBC,Married,Husband,Housewife,Graduate
Kerala,INSULT TO THE MODESTY OF WOMEN,81,2001,Assault & Modesty-related,May,Afternoon,Coimbatore,25.91633872,86.85686267,21,18-30,OBC,Unmarried,Relative,Student,Graduate
Madhya Pradesh,INSULT TO THE MODESTY OF WOMEN,751,2001,Assault & Modesty-related,September,Night,Nagpur,24.41584891,85.62749582,49,31-50,OBC,Married,Stranger,Working Professional,Primary
Maharashtra,INSULT TO THE MODESTY OF WOMEN,1120,2001,Assault & Modesty-related,January,Night,Hyderabad,11.81592819,82.86161437,20,18-30,SC,Married,Husband,Student,Secondary
Manipur,INSULT TO THE MODESTY OF WOMEN,0,2001,Assault & Modesty-related,November,Morning,Ludhiana,35.59796249,74.12158813,64,51+,OBC,Widowed,Stranger,Unknown,Illiterate
Meghalaya,INSULT TO THE MODESTY OF WOMEN,0,2001,Assault & Modesty-related,December,Afternoon,Ludhiana,18.37846384,70.71327176,40,31-50,Unknown,Widowed,Husband,Housewife,Secondary
Mizoram,INSULT TO THE MODESTY OF WOMEN,0,2001,Assault & Modesty-related,February,Evening,Visakhapatnam,20.03381863,85.91421493,22,18-30,OBC,Unmarried,Acquaintance,Housewife,Secondary
Nagaland,INSULT TO THE MODESTY OF WOMEN,0,2001,Assault & Modesty-related,November,Afternoon,Ludhiana,35.94240076,77.22131502,21,18-30,General,Unmarried,Neighbor,Housewife,Secondary
Odisha,INSULT TO THE MODESTY OF WOMEN,458,2001,Assault & Modesty-related,September,Morning,Thiruvananthapuram,24.58945455,68.38473643,22,18-30,OBC,Unmarried,Husband,Unemployed,Primary
Punjab,INSULT TO THE MODESTY OF WOMEN,47,2001,Assault & Modesty-related,May,Afternoon,Howrah,35.11663388,74.65261338,33,31-50,ST,Married,Stranger,Housewife,Secondary
Rajasthan,INSULT TO THE MODESTY OF WOMEN,56,2001,Assault & Modesty-related,November,Afternoon,Bhopal,27.6227539,94.77909516,43,31-50,SC,Married,Husband,Working Professional,Primary
Sikkim,INSULT TO THE MODESTY OF WOMEN,14,2001,Assault & Modesty-related,June,Morning,Lucknow,10.14118937,68.207217,54,51+,General,Married,Relative,Working Professional,Secondary
Tamil Nadu,INSULT TO THE MODESTY OF WOMEN,1012,2001,Assault & Modesty-related,February,Evening,Aligarh,36.03906259,70.32118558,53,51+,ST,Married,Relative,Unemployed,Secondary
Tripura,INSULT TO THE MODESTY OF WOMEN,0,2001,Assault & Modesty-related,May,Afternoon,Jaipur,33.00577461,92.94006634,53,51+,SC,Widowed,Husband,Housewife,Secondary
Uttar Pradesh,INSULT TO THE MODESTY OF WOMEN,2575,2001,Assault & Modesty-related,July,Morning,Chennai,36.1980856,77.55560903,20,18-30,General,Married,Husband,Student,Secondary
Uttarakhand,INSULT TO THE MODESTY OF WOMEN,84,2001,Assault & Modesty-related,March,Afternoon,Mumbai,29.2374152,86.65778945,61,51+,OBC,Married,Husband,Housewife,Secondary
West Bengal,INSULT TO THE MODESTY OF WOMEN,48,2001,Assault & Modesty-related,August,Morning,Mumbai,18.03738132,86.11562901,55,51+,General,Married,Husband,Unknown,Graduate
A&N Islands,INSULT TO THE MODESTY OF WOMEN,1,2001,Assault & Modesty-related,January,Evening,Dhanbad,33.89364222,88.21848333,16,<18,OBC,Unmarried,Stranger,Student,Secondary
Chandigarh,INSULT TO THE MODESTY OF WOMEN,15,2001,Assault & Modesty-related,December,Night,Ranchi,26.11890007,73.7899911,25,18-30,ST,Married,Husband,Unemployed,Primary
D&N Haveli,INSULT TO THE MODESTY OF WOMEN,0,2001,Assault & Modesty-related,December,Evening,Hyderabad,27.02702212,73.13282344,33,31-50,OBC,Married,Husband,Working Professional,Secondary
Daman & Diu,INSULT TO THE MODESTY OF WOMEN,0,2001,Assault & Modesty-related,May,Night,Chennai,22.90052517,92.61162115,20,18-30,General,Married,Husband,Student,Primary
Delhi UT,INSULT TO THE MODESTY OF WOMEN,90,2001,Assault & Modesty-related,September,Night,Madurai,31.43928968,78.20464003,30,18-30,OBC,Married,Neighbor,Housewife,Secondary
Lakshadweep,INSULT TO THE MODESTY OF WOMEN,0,2001,Assault & Modesty-related,March,Afternoon,Mumbai,29.44686077,84.88641719,34,31-50,General,Married,Husband,Working Professional,Secondary
Puducherry,INSULT TO THE MODESTY OF WOMEN,27,2001,Assault & Modesty-related,September,Morning,Jodhpur,13.93002739,75.3593024,36,31-50,General,Married,Husband,Unemployed,Secondary
All India,INSULT TO THE MODESTY OF WOMEN,9746,2001,Assault & Modesty-related,February,Morning,Kolkata,32.68023929,91.3646142,54,51+,ST,Widowed,Relative,Housewife,Secondary
Andhra Pradesh,CRUELTY BY HUSBAND OR RELATIVES,5791,2001,Domestic & Cruelty,November,Morning,Siliguri,9.84670649,70.13386993,61,51+,OBC,Widowed,Stranger,Unemployed,Primary
Arunachal Pradesh,CRUELTY BY HUSBAND OR RELATIVES,11,2001,Domestic & Cruelty,May,Evening,Bhopal,13.24839046,82.34178582,39,31-50,SC,Married,Stranger,Housewife,Graduate
Assam,CRUELTY BY HUSBAND OR RELATIVES,1248,2001,Domestic & Cruelty,November,Evening,Patna,35.38438623,72.37820492,23,18-30,OBC,Married,Husband,Unemployed,Primary
Bihar,CRUELTY BY HUSBAND OR RELATIVES,1558,2001,Domestic & Cruelty,September,Evening,Thiruvananthapuram,8.293148272,80.03398995,20,18-30,ST,Widowed,Unknown,Student,Unknown
Chhattisgarh,CRUELTY BY HUSBAND OR RELATIVES,840,2001,Domestic & Cruelty,October,Evening,Coimbatore,28.973282,76.94187844,39,31-50,OBC,Married,Acquaintance,Housewife,Secondary
Goa,CRUELTY BY HUSBAND OR RELATIVES,11,2001,Domestic & Cruelty,April,Afternoon,Pune,16.79995356,91.10979856,51,51+,SC,Widowed,Stranger,Unemployed,Secondary
Gujarat,CRUELTY BY HUSBAND OR RELATIVES,3667,2001,Domestic & Cruelty,March,Afternoon,Lucknow,20.59136816,87.92226286,34,31-50,OBC,Married,Husband,Working Professional,Unknown
Haryana,CRUELTY BY HUSBAND OR RELATIVES,1513,2001,Domestic & Cruelty,June,Night,Bhopal,19.53116616,68.38631185,17,<18,SC,Unmarried,Husband,Student,Secondary
Himachal Pradesh,CRUELTY BY HUSBAND OR RELATIVES,317,2001,Domestic & Cruelty,March,Night,Chandigarh,26.02059441,75.48414645,19,18-30,OBC,Married,Husband,Labourer,Primary
Jammu & Kashmir,CRUELTY BY HUSBAND OR RELATIVES,50,2001,Domestic & Cruelty,September,Morning,Vijayawada,10.20324269,71.49372788,44,31-50,General,Married,Husband,Working Professional,Graduate
Jharkhand,CRUELTY BY HUSBAND OR RELATIVES,484,2001,Domestic & Cruelty,September,Evening,Jalandhar,13.76442699,96.43523323,33,31-50,OBC,Divorced,Husband,Working Professional,Primary
Karnataka,CRUELTY BY HUSBAND OR RELATIVES,1755,2001,Domestic & Cruelty,January,Afternoon,Aligarh,27.45627133,87.08503041,19,18-30,OBC,Married,Relative,Unemployed,Primary
Kerala,CRUELTY BY HUSBAND OR RELATIVES,2561,2001,Domestic & Cruelty,October,Night,Jodhpur,30.71647491,89.01897944,25,18-30,SC,Unmarried,Husband,Student,Secondary
Madhya Pradesh,CRUELTY BY HUSBAND OR RELATIVES,2562,2001,Domestic & Cruelty,June,Morning,Hyderabad,26.51577445,95.14617441,23,18-30,OBC,Married,Stranger,Working Professional,Primary
Maharashtra,CRUELTY BY HUSBAND OR RELATIVES,6090,2001,Domestic & Cruelty,August,Morning,Mumbai,22.23274622,82.90157599,57,51+,SC,Widowed,Stranger,Labourer,Postgraduate
Manipur,CRUELTY BY HUSBAND OR RELATIVES,5,2001,Domestic & Cruelty,January,Evening,Chandigarh,27.53744251,78.21896594,22,18-30,OBC,Unmarried,Husband,Student,Primary
Meghalaya,CRUELTY BY HUSBAND OR RELATIVES,4,2001,Domestic & Cruelty,February,Evening,Kolkata,31.57330531,94.98238245,20,18-30,OBC,Widowed,Acquaintance,Student,Primary
Mizoram,CRUELTY BY HUSBAND OR RELATIVES,16,2001,Domestic & Cruelty,June,Morning,Nagpur,9.038642482,96.49389336,48,31-50,SC,Divorced,Husband,Housewife,Graduate
Nagaland,CRUELTY BY HUSBAND OR RELATIVES,0,2001,Domestic & Cruelty,May,Evening,Amritsar,8.464177883,96.6246398,20,18-30,OBC,Married,Neighbor,Student,Unknown
Odisha,CRUELTY BY HUSBAND OR RELATIVES,1266,2001,Domestic & Cruelty,April,Evening,Dehradun,10.62598785,95.13405123,17,<18,SC,Unmarried,Husband,Housewife,Primary
Punjab,CRUELTY BY HUSBAND OR RELATIVES,1128,2001,Domestic & Cruelty,January,Night,Kota,8.689286943,75.66180122,36,31-50,SC,Widowed,Husband,Housewife,Primary
Rajasthan,CRUELTY BY HUSBAND OR RELATIVES,5532,2001,Domestic & Cruelty,April,Night,Kota,29.52674318,78.9634987,40,31-50,SC,Married,Acquaintance,Working Professional,Secondary
Sikkim,CRUELTY BY HUSBAND OR RELATIVES,0,2001,Domestic & Cruelty,October,Night,Coimbatore,9.986520657,82.66642393,49,31-50,General,Married,Relative,Housewife,Secondary
Tamil Nadu,CRUELTY BY HUSBAND OR RELATIVES,815,2001,Domestic & Cruelty,February,Afternoon,Dhanbad,36.49132369,74.96876471,20,18-30,OBC,Widowed,Relative,Student,Primary
Tripura,CRUELTY BY HUSBAND OR RELATIVES,227,2001,Domestic & Cruelty,February,Evening,Chandigarh,21.32491011,94.04431668,16,<18,SC,Unmarried,Relative,Student,Primary
Uttar Pradesh,CRUELTY BY HUSBAND OR RELATIVES,7365,2001,Domestic & Cruelty,December,Night,Mysuru,22.50422643,87.47532175,51,51+,SC,Widowed,Husband,Unknown,Primary
Uttarakhand,CRUELTY BY HUSBAND OR RELATIVES,301,2001,Domestic & Cruelty,August,Night,Chennai,25.19808912,87.43417791,55,51+,OBC,Widowed,Husband,Unknown,Graduate
West Bengal,CRUELTY BY HUSBAND OR RELATIVES,3859,2001,Domestic & Cruelty,February,Morning,Kota,31.87711343,84.18295599,20,18-30,OBC,Married,Stranger,Student,Secondary
A&N Islands,CRUELTY BY HUSBAND OR RELATIVES,9,2001,Domestic & Cruelty,September,Night,Jaipur,19.28389882,94.59771732,51,51+,SC,Married,Husband,Unemployed,Secondary
Chandigarh,CRUELTY BY HUSBAND OR RELATIVES,36,2001,Domestic & Cruelty,March,Morning,Guwahati,26.1841647,83.35166394,20,18-30,SC,Married,Relative,Student,Secondary
D&N Haveli,CRUELTY BY HUSBAND OR RELATIVES,4,2001,Domestic & Cruelty,March,Evening,Bhubaneswar,10.12166419,68.63995742,28,18-30,OBC,Married,Stranger,Unknown,Secondary
Daman & Diu,CRUELTY BY HUSBAND OR RELATIVES,4,2001,Domestic & Cruelty,November,Morning,Kota,35.97566947,88.74483448,19,18-30,OBC,Married,Acquaintance,Housewife,Primary
Delhi UT,CRUELTY BY HUSBAND OR RELATIVES,138,2001,Domestic & Cruelty,August,Night,Indore,20.80350837,84.23682509,38,31-50,OBC,Married,Relative,Unknown,Secondary
Lakshadweep,CRUELTY BY HUSBAND OR RELATIVES,0,2001,Domestic & Cruelty,September,Afternoon,Ludhiana,10.3595856,91.53731673,40,31-50,Unknown,Married,Husband,Unknown,Primary
Puducherry,CRUELTY BY HUSBAND OR RELATIVES,3,2001,Domestic & Cruelty,March,Afternoon,Aligarh,15.13362044,87.56762349,63,51+,OBC,Married,Acquaintance,Labourer,Graduate
All India,CRUELTY BY HUSBAND OR RELATIVES,49170,2001,Domestic & Cruelty,May,Evening,Mumbai,31.0629655,86.46233444,51,51+,OBC,Widowed,Acquaintance,Labourer,Graduate
Andhra Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,1332,2001,Other Acts,September,Night,Udaipur,16.42203389,85.04667777,19,18-30,SC,Married,Husband,Student,Unknown
Arunachal Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,0,2001,Other Acts,October,Evening,Lucknow,36.44657172,90.52867337,28,18-30,OBC,Unmarried,Acquaintance,Housewife,Graduate
Assam,IMMORAL TRAFFIC(PREVENTION)ACT,6,2001,Other Acts,July,Morning,Nagpur,24.66259183,83.55977305,20,18-30,Unknown,Married,Relative,Student,Secondary
Bihar,IMMORAL TRAFFIC(PREVENTION)ACT,29,2001,Other Acts,April,Evening,Agra,8.525280898,81.49850788,24,18-30,Unknown,Married,Husband,Working Professional,Secondary
Chhattisgarh,IMMORAL TRAFFIC(PREVENTION)ACT,12,2001,Other Acts,September,Afternoon,Vijayawada,14.54627794,79.95350225,21,18-30,Unknown,Married,Husband,Labourer,Graduate
Goa,IMMORAL TRAFFIC(PREVENTION)ACT,28,2001,Other Acts,December,Evening,Siliguri,35.49527253,89.74294366,29,18-30,General,Married,Acquaintance,Housewife,Secondary
Gujarat,IMMORAL TRAFFIC(PREVENTION)ACT,61,2001,Other Acts,December,Morning,Amritsar,15.21561381,82.24992754,52,51+,OBC,Married,Acquaintance,Housewife,Primary
Haryana,IMMORAL TRAFFIC(PREVENTION)ACT,21,2001,Other Acts,April,Night,Cuttack,35.49480042,95.56881847,20,18-30,OBC,Widowed,Relative,Student,Secondary
Himachal Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,1,2001,Other Acts,December,Evening,Bhopal,10.78483031,92.36588546,37,31-50,OBC,Married,Neighbor,Working Professional,Unknown
Jammu & Kashmir,IMMORAL TRAFFIC(PREVENTION)ACT,7,2001,Other Acts,May,Morning,Warangal,20.60467001,94.03688311,20,18-30,OBC,Married,Neighbor,Student,Secondary
Jharkhand,IMMORAL TRAFFIC(PREVENTION)ACT,3,2001,Other Acts,July,Afternoon,Jodhpur,28.4628405,71.50041394,60,51+,SC,Widowed,Neighbor,Housewife,Primary
Karnataka,IMMORAL TRAFFIC(PREVENTION)ACT,1356,2001,Other Acts,November,Night,Bhubaneswar,8.185821878,83.09406362,60,51+,OBC,Widowed,Husband,Unemployed,Unknown
Kerala,IMMORAL TRAFFIC(PREVENTION)ACT,132,2001,Other Acts,November,Evening,Dhanbad,26.92432386,78.33261266,58,51+,OBC,Widowed,Relative,Labourer,Primary
Madhya Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,15,2001,Other Acts,June,Evening,Kota,8.895590242,69.71286297,30,18-30,SC,Married,Husband,Housewife,Primary
Maharashtra,IMMORAL TRAFFIC(PREVENTION)ACT,233,2001,Other Acts,August,Afternoon,Udaipur,15.50319487,82.31620116,64,51+,ST,Married,Relative,Labourer,Secondary
Manipur,IMMORAL TRAFFIC(PREVENTION)ACT,4,2001,Other Acts,September,Evening,Amritsar,18.14436696,78.7632137,58,51+,General,Married,Husband,Working Professional,Secondary
Meghalaya,IMMORAL TRAFFIC(PREVENTION)ACT,0,2001,Other Acts,August,Afternoon,Ranchi,23.94510961,95.64963804,42,31-50,General,Divorced,Neighbor,Working Professional,Graduate
Mizoram,IMMORAL TRAFFIC(PREVENTION)ACT,2,2001,Other Acts,February,Afternoon,Raipur,25.85398223,84.92238985,24,18-30,OBC,Unmarried,Relative,Labourer,Secondary
Nagaland,IMMORAL TRAFFIC(PREVENTION)ACT,1,2001,Other Acts,April,Night,Visakhapatnam,21.60137587,96.82165657,44,31-50,ST,Married,Husband,Housewife,Postgraduate
Odisha,IMMORAL TRAFFIC(PREVENTION)ACT,24,2001,Other Acts,April,Afternoon,Visakhapatnam,23.34952248,79.81261626,43,31-50,General,Married,Neighbor,Housewife,Primary
Punjab,IMMORAL TRAFFIC(PREVENTION)ACT,32,2001,Other Acts,February,Afternoon,Thiruvananthapuram,32.29667566,73.223368,46,31-50,Unknown,Married,Relative,Working Professional,Graduate
Rajasthan,IMMORAL TRAFFIC(PREVENTION)ACT,68,2001,Other Acts,June,Afternoon,Dehradun,11.78562681,90.03017209,63,51+,ST,Widowed,Relative,Housewife,Secondary
Sikkim,IMMORAL TRAFFIC(PREVENTION)ACT,0,2001,Other Acts,January,Evening,Nagpur,23.00190313,95.24455583,47,31-50,General,Married,Acquaintance,Housewife,Secondary
Tamil Nadu,IMMORAL TRAFFIC(PREVENTION)ACT,5232,2001,Other Acts,October,Afternoon,Bhopal,10.45303497,92.72054432,44,31-50,Unknown,Married,Husband,Unknown,Secondary
Tripura,IMMORAL TRAFFIC(PREVENTION)ACT,0,2001,Other Acts,September,Afternoon,Chandigarh,14.90531624,82.30506262,20,18-30,SC,Divorced,Stranger,Student,Primary
Uttar Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,26,2001,Other Acts,April,Afternoon,Guwahati,36.48811907,96.36373233,33,31-50,OBC,Married,Neighbor,Unemployed,Secondary
Uttarakhand,IMMORAL TRAFFIC(PREVENTION)ACT,0,2001,Other Acts,October,Afternoon,Kolkata,23.33940412,84.80361407,52,51+,Unknown,Widowed,Husband,Working Professional,Secondary
West Bengal,IMMORAL TRAFFIC(PREVENTION)ACT,31,2001,Other Acts,April,Evening,Bhopal,24.13036938,68.76214673,24,18-30,OBC,Unmarried,Husband,Working Professional,Secondary
A&N Islands,IMMORAL TRAFFIC(PREVENTION)ACT,0,2001,Other Acts,January,Afternoon,Amritsar,17.1940926,71.72078649,25,18-30,OBC,Unmarried,Stranger,Unknown,Primary
Chandigarh,IMMORAL TRAFFIC(PREVENTION)ACT,3,2001,Other Acts,February,Morning,Indore,13.99385514,93.98769773,18,18-30,General,Unmarried,Husband,Housewife,Primary
D&N Haveli,IMMORAL TRAFFIC(PREVENTION)ACT,0,2001,Other Acts,December,Morning,Nagpur,26.67912675,86.17821122,50,31-50,SC,Married,Acquaintance,Working Professional,Secondary
Daman & Diu,IMMORAL TRAFFIC(PREVENTION)ACT,3,2001,Other Acts,November,Morning,Bhubaneswar,17.00231238,95.08926096,55,51+,Unknown,Married,Relative,Labourer,Primary
Delhi UT,IMMORAL TRAFFIC(PREVENTION)ACT,95,2001,Other Acts,January,Night,Kalaburagi,9.099958784,75.41661991,20,18-30,Unknown,Married,Husband,Student,Primary
Lakshadweep,IMMORAL TRAFFIC(PREVENTION)ACT,0,2001,Other Acts,April,Morning,Mumbai,29.62429504,74.86421639,15,<18,SC,Unmarried,Unknown,Student,Primary
Puducherry,IMMORAL TRAFFIC(PREVENTION)ACT,39,2001,Other Acts,February,Morning,Pune,12.57060781,78.01315981,35,31-50,OBC,Married,Husband,Housewife,Secondary
All India,IMMORAL TRAFFIC(PREVENTION)ACT,8796,2001,Other Acts,January,Night,Dhanbad,21.13448025,68.10734781,34,31-50,OBC,Widowed,Unknown,Working Professional,Secondary
Andhra Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,925,2001,Other Acts,June,Evening,Chennai,11.35557814,89.35387738,43,31-50,SC,Married,Neighbor,Housewife,Primary
Arunachal Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2001,Other Acts,February,Evening,Patna,29.01049673,73.19120285,62,51+,General,Widowed,Stranger,Housewife,Primary
Assam,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,10,2001,Other Acts,September,Night,Jalandhar,21.1954364,71.19974904,20,18-30,SC,Married,Acquaintance,Student,Primary
Bihar,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,3,2001,Other Acts,April,Evening,Cuttack,34.64666923,86.52761939,28,18-30,ST,Married,Relative,Working Professional,Secondary
Chhattisgarh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2001,Other Acts,May,Night,Warangal,13.94044456,93.92535862,35,31-50,SC,Married,Husband,Unknown,Secondary
Goa,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2001,Other Acts,November,Afternoon,Aligarh,32.71067893,79.2865156,57,51+,OBC,Widowed,Husband,Working Professional,Secondary
Gujarat,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2001,Other Acts,August,Evening,Chennai,18.00336984,77.25972165,20,18-30,Unknown,Married,Acquaintance,Student,Secondary
Haryana,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2001,Other Acts,April,Night,Mysuru,11.14754871,70.37690187,19,18-30,SC,Married,Acquaintance,Unemployed,Primary
Himachal Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2001,Other Acts,September,Afternoon,Coimbatore,36.27930592,80.84225249,45,31-50,General,Married,Husband,Housewife,Postgraduate
Jammu & Kashmir,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2001,Other Acts,March,Afternoon,Kolkata,34.10055033,92.01100181,20,18-30,OBC,Divorced,Relative,Student,Primary
Jharkhand,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2001,Other Acts,December,Morning,Visakhapatnam,9.998632112,86.55750195,43,31-50,OBC,Married,Relative,Housewife,Secondary
Karnataka,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2001,Other Acts,October,Night,Bhopal,13.61979457,80.11031475,18,18-30,ST,Unmarried,Neighbor,Student,Graduate
Kerala,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,42,2001,Other Acts,October,Night,Jaipur,25.01606808,78.27622236,37,31-50,Unknown,Married,Acquaintance,Unemployed,Unknown
Madhya Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2001,Other Acts,August,Morning,Mysuru,29.41209654,84.3349133,53,51+,OBC,Married,Husband,Housewife,Secondary
Maharashtra,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,9,2001,Other Acts,April,Evening,Bhopal,23.43697876,90.66075119,20,18-30,Unknown,Married,Husband,Student,Postgraduate
Manipur,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2001,Other Acts,August,Night,Cuttack,24.64657429,70.27060562,39,31-50,General,Married,Stranger,Unknown,Secondary
Meghalaya,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2001,Other Acts,July,Afternoon,Amritsar,24.88644965,86.57026011,19,18-30,SC,Unmarried,Husband,Housewife,Primary
Mizoram,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2001,Other Acts,April,Night,Madurai,21.5097532,84.96620504,63,51+,Unknown,Married,Stranger,Labourer,Primary
Nagaland,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2001,Other Acts,February,Morning,Bhubaneswar,27.63364042,94.08986358,20,18-30,OBC,Married,Husband,Student,Postgraduate
Odisha,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2001,Other Acts,February,Night,Thiruvananthapuram,32.85251648,81.59171646,58,51+,OBC,Widowed,Husband,Housewife,Secondary
