STATE/UT,CRIME HEAD,year,State/UTs,Crime Head,States/UTs
Goa,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2002,,,
Gujarat,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2002,,,
Haryana,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2002,,,
Himachal Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2002,,,
Jammu & Kashmir,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2002,,,
Jharkhand,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2002,,,
Karnataka,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2002,,,
Kerala,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2002,,,
Madhya Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2002,,,
Maharashtra,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2002,,,
Manipur,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2002,,,
Meghalaya,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2002,,,
Mizoram,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2002,,,
Nagaland,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2002,,,
Odisha,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2002,,,
Punjab,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2002,,,
Rajasthan,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2002,,,
Sikkim,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2002,,,
Tamil Nadu,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2002,,,
Tripura,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2002,,,
Uttar Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2002,,,
Uttarakhand,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2002,,,
West Bengal,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2002,,,
A&N Islands,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2002,,,
Chandigarh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2002,,,
D&N Haveli,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2002,,,
Daman & Diu,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2002,,,
Delhi UT,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2002,,,
Lakshadweep,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2002,,,
Puducherry,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2002,,,
All India,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2002,,,
Andhra Pradesh,INSULT TO THE MODESTY OF WOMEN,2002,,,
Arunachal Pradesh,INSULT TO THE MODESTY OF WOMEN,2002,,,
Assam,INSULT TO THE MODESTY OF WOMEN,2002,,,
Bihar,INSULT TO THE MODESTY OF WOMEN,2002,,,
Chhattisgarh,INSULT TO THE MODESTY OF WOMEN,2002,,,
Goa,INSULT TO THE MODESTY OF WOMEN,2002,,,
Gujarat,INSULT TO THE MODESTY OF WOMEN,2002,,,
Haryana,INSULT TO THE MODESTY OF WOMEN,2002,,,
Himachal Pradesh,INSULT TO THE MODESTY OF WOMEN,2002,,,
Jammu & Kashmir,INSULT TO THE MODESTY OF WOMEN,2002,,,
Jharkhand,INSULT TO THE MODESTY OF WOMEN,2002,,,
Karnataka,INSULT TO THE MODESTY OF WOMEN,2002,,,
Kerala,INSULT TO THE MODESTY OF WOMEN,2002,,,
Madhya Pradesh,INSULT TO THE MODESTY OF WOMEN,2002,,,
Maharashtra,INSULT TO THE MODESTY OF WOMEN,2002,,,
Manipur,INSULT TO THE MODESTY OF WOMEN,2002,,,
Meghalaya,INSULT TO THE MODESTY OF WOMEN,2002,,,
Mizoram,INSULT TO THE MODESTY OF WOMEN,2002,,,
Nagaland,INSULT TO THE MODESTY OF WOMEN,2002,,,
Odisha,INSULT TO THE MODESTY OF WOMEN,2002,,,
Punjab,INSULT TO THE MODESTY OF WOMEN,2002,,,
Rajasthan,INSULT TO THE MODESTY OF WOMEN,2002,,,
Sikkim,INSULT TO THE MODESTY OF WOMEN,2002,,,
Tamil Nadu,INSULT TO THE MODESTY OF WOMEN,2002,,,
Tripura,INSULT TO THE MODESTY OF WOMEN,2002,,,
Uttar Pradesh,INSULT TO THE MODESTY OF WOMEN,2002,,,
Uttarakhand,INSULT TO THE MODESTY OF WOMEN,2002,,,
West Bengal,INSULT TO THE MODESTY OF WOMEN,2002,,,
A&N Islands,INSULT TO THE MODESTY OF WOMEN,2002,,,
Chandigarh,INSULT TO THE MODESTY OF WOMEN,2002,,,
D&N Haveli,INSULT TO THE MODESTY OF WOMEN,2002,,,
Daman & Diu,INSULT TO THE MODESTY OF WOMEN,2002,,,
Delhi UT,INSULT TO THE MODESTY OF WOMEN,2002,,,
Lakshadweep,INSULT TO THE MODESTY OF WOMEN,2002,,,
Puducherry,INSULT TO THE MODESTY OF WOMEN,2002,,,
All India,INSULT TO THE MODESTY OF WOMEN,2002,,,
Andhra Pradesh,CRUELTY BY HUSBAND OR RELATIVES,2002,,,
Arunachal Pradesh,CRUELTY BY HUSBAND OR RELATIVES,2002,,,
Assam,CRUELTY BY HUSBAND OR RELATIVES,2002,,,
Bihar,CRUELTY BY HUSBAND OR RELATIVES,2002,,,
Chhattisgarh,CRUELTY BY HUSBAND OR RELATIVES,2002,,,
Goa,CRUELTY BY HUSBAND OR RELATIVES,2002,,,
Gujarat,CRUELTY BY HUSBAND OR RELATIVES,2002,,,
Haryana,CRUELTY BY HUSBAND OR RELATIVES,2002,,,
Himachal Pradesh,CRUELTY BY HUSBAND OR RELATIVES,2002,,,
Jammu & Kashmir,CRUELTY BY HUSBAND OR RELATIVES,2002,,,
Jharkhand,CRUELTY BY HUSBAND OR RELATIVES,2002,,,
Karnataka,CRUELTY BY HUSBAND OR RELATIVES,2002,,,
Kerala,CRUELTY BY HUSBAND OR RELATIVES,2002,,,
Madhya Pradesh,CRUELTY BY HUSBAND OR RELATIVES,2002,,,
Maharashtra,CRUELTY BY HUSBAND OR RELATIVES,2002,,,
Manipur,CRUELTY BY HUSBAND OR RELATIVES,2002,,,
Meghalaya,CRUELTY BY HUSBAND OR RELATIVES,2002,,,
Mizoram,CRUELTY BY HUSBAND OR RELATIVES,2002,,,
Nagaland,CRUELTY BY HUSBAND OR RELATIVES,2002,,,
Odisha,CRUELTY BY HUSBAND OR RELATIVES,2002,,,
Punjab,CRUELTY BY HUSBAND OR RELATIVES,2002,,,
Rajasthan,CRUELTY BY HUSBAND OR RELATIVES,2002,,,
Sikkim,CRUELTY BY HUSBAND OR RELATIVES,2002,,,
Tamil Nadu,CRUELTY BY HUSBAND OR RELATIVES,2002,,,
Tripura,CRUELTY BY HUSBAND OR RELATIVES,2002,,,
Uttar Pradesh,CRUELTY BY HUSBAND OR RELATIVES,2002,,,
Uttarakhand,CRUELTY BY HUSBAND OR RELATIVES,2002,,,
West Bengal,CRUELTY BY HUSBAND OR RELATIVES,2002,,,
A&N Islands,CRUELTY BY HUSBAND OR RELATIVES,2002,,,
Chandigarh,CRUELTY BY HUSBAND OR RELATIVES,2002,,,
D&N Haveli,CRUELTY BY HUSBAND OR RELATIVES,2002,,,
Daman & Diu,CRUELTY BY HUSBAND OR RELATIVES,2002,,,
Delhi UT,CRUELTY BY HUSBAND OR RELATIVES,2002,,,
Lakshadweep,CRUELTY BY HUSBAND OR RELATIVES,2002,,,
Puducherry,CRUELTY BY HUSBAND OR RELATIVES,2002,,,
All India,CRUELTY BY HUSBAND OR RELATIVES,2002,,,
Andhra Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,2002,,,
Arunachal Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,2002,,,
Assam,IMMORAL TRAFFIC(PREVENTION)ACT,2002,,,
Bihar,IMMORAL TRAFFIC(PREVENTION)ACT,2002,,,
Chhattisgarh,IMMORAL TRAFFIC(PREVENTION)ACT,2002,,,
Goa,IMMORAL TRAFFIC(PREVENTION)ACT,2002,,,
Gujarat,IMMORAL TRAFFIC(PREVENTION)ACT,2002,,,
Haryana,IMMORAL TRAFFIC(PREVENTION)ACT,2002,,,
Himachal Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,2002,,,
Jammu & Kashmir,IMMORAL TRAFFIC(PREVENTION)ACT,2002,,,
Jharkhand,IMMORAL TRAFFIC(PREVENTION)ACT,2002,,,
Karnataka,IMMORAL TRAFFIC(PREVENTION)ACT,2002,,,
Kerala,IMMORAL TRAFFIC(PREVENTION)ACT,2002,,,
Madhya Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,2002,,,
Maharashtra,IMMORAL TRAFFIC(PREVENTION)ACT,2002,,,
Manipur,IMMORAL TRAFFIC(PREVENTION)ACT,2002,,,
Meghalaya,IMMORAL TRAFFIC(PREVENTION)ACT,2002,,,
Mizoram,IMMORAL TRAFFIC(PREVENTION)ACT,2002,,,
Nagaland,IMMORAL TRAFFIC(PREVENTION)ACT,2002,,,
Odisha,IMMORAL TRAFFIC(PREVENTION)ACT,2002,,,
Punjab,IMMORAL TRAFFIC(PREVENTION)ACT,2002,,,
Rajasthan,IMMORAL TRAFFIC(PREVENTION)ACT,2002,,,
Sikkim,IMMORAL TRAFFIC(PREVENTION)ACT,2002,,,
Tamil Nadu,IMMORAL TRAFFIC(PREVENTION)ACT,2002,,,
Tripura,IMMORAL TRAFFIC(PREVENTION)ACT,2002,,,
Uttar Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,2002,,,
Uttarakhand,IMMORAL TRAFFIC(PREVENTION)ACT,2002,,,
West Bengal,IMMORAL TRAFFIC(PREVENTION)ACT,2002,,,
A&N Islands,IMMORAL TRAFFIC(PREVENTION)ACT,2002,,,
Chandigarh,IMMORAL TRAFFIC(PREVENTION)ACT,2002,,,
D&N Haveli,IMMORAL TRAFFIC(PREVENTION)ACT,2002,,,
Daman & Diu,IMMORAL TRAFFIC(PREVENTION)ACT,2002,,,
Delhi UT,IMMORAL TRAFFIC(PREVENTION)ACT,2002,,,
Lakshadweep,IMMORAL TRAFFIC(PREVENTION)ACT,2002,,,
Puducherry,IMMORAL TRAFFIC(PREVENTION)ACT,2002,,,
All India,IMMORAL TRAFFIC(PREVENTION)ACT,2002,,,
Andhra Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2002,,,
Arunachal Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2002,,,
Assam,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2002,,,
Bihar,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2002,,,
Chhattisgarh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2002,,,
Goa,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2002,,,
Gujarat,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2002,,,
Haryana,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2002,,,
Himachal Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2002,,,
Jammu & Kashmir,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2002,,,
Jharkhand,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2002,,,
Karnataka,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2002,,,
Kerala,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2002,,,
Madhya Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2002,,,
Maharashtra,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2002,,,
Manipur,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2002,,,
Meghalaya,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2002,,,
Mizoram,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2002,,,
Nagaland,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2002,,,
Odisha,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2002,,,
Punjab,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2002,,,
Rajasthan,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2002,,,
Sikkim,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2002,,,
Tamil Nadu,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2002,,,
Tripura,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2002,,,
Uttar Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2002,,,
Uttarakhand,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2002,,,
West Bengal,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2002,,,
A&N Islands,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2002,,,
Chandigarh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2002,,,
D&N Haveli,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2002,,,
Daman & Diu,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2002,,,
Delhi UT,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2002,,,
Lakshadweep,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2002,,,
Puducherry,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2002,,,
All India,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2002,,,
Andhra Pradesh,TOTAL CRIMES AGAINST WOMEN,2002,,,
Arunachal Pradesh,TOTAL CRIMES AGAINST WOMEN,2002,,,
Assam,TOTAL CRIMES AGAINST WOMEN,2002,,,
Bihar,TOTAL CRIMES AGAINST WOMEN,2002,,,
Chhattisgarh,TOTAL CRIMES AGAINST WOMEN,2002,,,
Goa,TOTAL CRIMES AGAINST WOMEN,2002,,,
Gujarat,TOTAL CRIMES AGAINST WOMEN,2002,,,
Haryana,TOTAL CRIMES AGAINST WOMEN,2002,,,
Himachal Pradesh,TOTAL CRIMES AGAINST WOMEN,2002,,,
Jammu & Kashmir,TOTAL CRIMES AGAINST WOMEN,2002,,,
Jharkhand,TOTAL CRIMES AGAINST WOMEN,2002,,,
Karnataka,TOTAL CRIMES AGAINST WOMEN,2002,,,
Kerala,TOTAL CRIMES AGAINST WOMEN,2002,,,
Madhya Pradesh,TOTAL CRIMES AGAINST WOMEN,2002,,,
Maharashtra,TOTAL CRIMES AGAINST WOMEN,2002,,,
Manipur,TOTAL CRIMES AGAINST WOMEN,2002,,,
Meghalaya,TOTAL CRIMES AGAINST WOMEN,2002,,,
Mizoram,TOTAL CRIMES AGAINST WOMEN,2002,,,
Nagaland,TOTAL CRIMES AGAINST WOMEN,2002,,,
Odisha,TOTAL CRIMES AGAINST WOMEN,2002,,,
Punjab,TOTAL CRIMES AGAINST WOMEN,2002,,,
Rajasthan,TOTAL CRIMES AGAINST WOMEN,2002,,,
Sikkim,TOTAL CRIMES AGAINST WOMEN,2002,,,
Tamil Nadu,TOTAL CRIMES AGAINST WOMEN,2002,,,
Tripura,TOTAL CRIMES AGAINST WOMEN,2002,,,
Uttar Pradesh,TOTAL CRIMES AGAINST WOMEN,2002,,,
Uttarakhand,TOTAL CRIMES AGAINST WOMEN,2002,,,
West Bengal,TOTAL CRIMES AGAINST WOMEN,2002,,,
A&N Islands,TOTAL CRIMES AGAINST WOMEN,2002,,,
Chandigarh,TOTAL CRIMES AGAINST WOMEN,2002,,,
D&N Haveli,TOTAL CRIMES AGAINST WOMEN,2002,,,
Daman & Diu,TOTAL CRIMES AGAINST WOMEN,2002,,,
Delhi UT,TOTAL CRIMES AGAINST WOMEN,2002,,,
Lakshadweep,TOTAL CRIMES AGAINST WOMEN,2002,,,
Puducherry,TOTAL CRIMES AGAINST WOMEN,2002,,,
TOTAL Crime against Women,TOTAL CRIMES AGAINST WOMEN,2002,,,
Andhra Pradesh,RAPE,2003,,,
Arunachal Pradesh,RAPE,2003,,,
Assam,RAPE,2003,,,
Bihar,RAPE,2003,,,
Chhattisgarh,RAPE,2003,,,
Goa,RAPE,2003,,,
Gujarat,RAPE,2003,,,
Haryana,RAPE,2003,,,
Himachal Pradesh,RAPE,2003,,,
Jammu & Kashmir,RAPE,2003,,,
Jharkhand,RAPE,2003,,,
Karnataka,RAPE,2003,,,
Kerala,RAPE,2003,,,
Madhya Pradesh,RAPE,2003,,,
Maharashtra,RAPE,2003,,,
Manipur,RAPE,2003,,,
Meghalaya,RAPE,2003,,,
Mizoram,RAPE,2003,,,
Nagaland,RAPE,2003,,,
Odisha,RAPE,2003,,,
Punjab,RAPE,2003,,,
Rajasthan,RAPE,2003,,,
Sikkim,RAPE,2003,,,
Tamil Nadu,RAPE,2003,,,
Tripura,RAPE,2003,,,
Uttar Pradesh,RAPE,2003,,,
Uttarakhand,RAPE,2003,,,
West Bengal,RAPE,2003,,,
A&N Islands,RAPE,2003,,,
Chandigarh,RAPE,2003,,,
D&N Haveli,RAPE,2003,,,
Daman & Diu,RAPE,2003,,,
Delhi UT,RAPE,2003,,,
Lakshadweep,RAPE,2003,,,
Puducherry,RAPE,2003,,,
All India,RAPE,2003,,,
Andhra Pradesh,KIDNAPPING & ABDUCTION,2003,,,
Arunachal Pradesh,KIDNAPPING & ABDUCTION,2003,,,
Assam,KIDNAPPING & ABDUCTION,2003,,,
Bihar,KIDNAPPING & ABDUCTION,2003,,,
Chhattisgarh,KIDNAPPING & ABDUCTION,2003,,,
Goa,KIDNAPPING & ABDUCTION,2003,,,
Gujarat,KIDNAPPING & ABDUCTION,2003,,,
Haryana,KIDNAPPING & ABDUCTION,2003,,,
Himachal Pradesh,KIDNAPPING & ABDUCTION,2003,,,
Jammu & Kashmir,KIDNAPPING & ABDUCTION,2003,,,
Jharkhand,KIDNAPPING & ABDUCTION,2003,,,
Karnataka,KIDNAPPING & ABDUCTION,2003,,,
Kerala,KIDNAPPING & ABDUCTION,2003,,,
Madhya Pradesh,KIDNAPPING & ABDUCTION,2003,,,
Maharashtra,KIDNAPPING & ABDUCTION,2003,,,
Manipur,KIDNAPPING & ABDUCTION,2003,,,
Meghalaya,KIDNAPPING & ABDUCTION,2003,,,
Mizoram,KIDNAPPING & ABDUCTION,2003,,,
Nagaland,KIDNAPPING & ABDUCTION,2003,,,
Odisha,KIDNAPPING & ABDUCTION,2003,,,
Punjab,KIDNAPPING & ABDUCTION,2003,,,
Rajasthan,KIDNAPPING & ABDUCTION,2003,,,
Sikkim,KIDNAPPING & ABDUCTION,2003,,,
Tamil Nadu,KIDNAPPING & ABDUCTION,2003,,,
Tripura,KIDNAPPING & ABDUCTION,2003,,,
Uttar Pradesh,KIDNAPPING & ABDUCTION,2003,,,
Uttarakhand,KIDNAPPING & ABDUCTION,2003,,,
West Bengal,KIDNAPPING & ABDUCTION,2003,,,
A&N Islands,KIDNAPPING & ABDUCTION,2003,,,
Chandigarh,KIDNAPPING & ABDUCTION,2003,,,
D&N Haveli,KIDNAPPING & ABDUCTION,2003,,,
Daman & Diu,KIDNAPPING & ABDUCTION,2003,,,
Delhi UT,KIDNAPPING & ABDUCTION,2003,,,
Lakshadweep,KIDNAPPING & ABDUCTION,2003,,,
Puducherry,KIDNAPPING & ABDUCTION,2003,,,
ALL INDIA K&A,KIDNAPPING & ABDUCTION,2003,,,
Andhra Pradesh,DOWRY DEATH,2003,,,
Arunachal Pradesh,DOWRY DEATH,2003,,,
Assam,DOWRY DEATH,2003,,,
Bihar,DOWRY DEATH,2003,,,
Chhattisgarh,DOWRY DEATH,2003,,,
Goa,DOWRY DEATH,2003,,,
Gujarat,DOWRY DEATH,2003,,,
Haryana,DOWRY DEATH,2003,,,
Himachal Pradesh,DOWRY DEATH,2003,,,
Jammu & Kashmir,DOWRY DEATH,2003,,,
Jharkhand,DOWRY DEATH,2003,,,
Karnataka,DOWRY DEATH,2003,,,
Kerala,DOWRY DEATH,2003,,,
Madhya Pradesh,DOWRY DEATH,2003,,,
Maharashtra,DOWRY DEATH,2003,,,
Manipur,DOWRY DEATH,2003,,,
Meghalaya,DOWRY DEATH,2003,,,
Mizoram,DOWRY DEATH,2003,,,
Nagaland,DOWRY DEATH,2003,,,
Odisha,DOWRY DEATH,2003,,,
Punjab,DOWRY DEATH,2003,,,
Rajasthan,DOWRY DEATH,2003,,,
Sikkim,DOWRY DEATH,2003,,,
Tamil Nadu,DOWRY DEATH,2003,,,
Tripura,DOWRY DEATH,2003,,,
Uttar Pradesh,DOWRY DEATH,2003,,,
Uttarakhand,DOWRY DEATH,2003,,,
West Bengal,DOWRY DEATH,2003,,,
A&N Islands,DOWRY DEATH,2003,,,
Chandigarh,DOWRY DEATH,2003,,,
D&N Haveli,DOWRY DEATH,2003,,,
Daman & Diu,DOWRY DEATH,2003,,,
Delhi UT,DOWRY DEATH,2003,,,
Lakshadweep,DOWRY DEATH,2003,,,
Puducherry,DOWRY DEATH,2003,,,
ALL INDIA,DOWRY DEATH,2003,,,
Andhra Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2003,,,
Arunachal Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2003,,,
Assam,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2003,,,
Bihar,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2003,,,
Chhattisgarh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2003,,,
Goa,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2003,,,
Gujarat,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2003,,,
Haryana,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2003,,,
Himachal Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2003,,,
Jammu & Kashmir,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2003,,,
Jharkhand,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2003,,,
Karnataka,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2003,,,
Kerala,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2003,,,
Madhya Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2003,,,
Maharashtra,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2003,,,
Manipur,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2003,,,
Meghalaya,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2003,,,
Mizoram,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2003,,,
Nagaland,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2003,,,
Odisha,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2003,,,
Punjab,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2003,,,
Rajasthan,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2003,,,
Sikkim,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2003,,,
Tamil Nadu,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2003,,,
Tripura,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2003,,,
Uttar Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2003,,,
Uttarakhand,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2003,,,
West Bengal,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2003,,,
A&N Islands,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2003,,,
Chandigarh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2003,,,
D&N Haveli,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2003,,,
Daman & Diu,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2003,,,
Delhi UT,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2003,,,
Lakshadweep,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2003,,,
Puducherry,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2003,,,
All India,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2003,,,
Andhra Pradesh,INSULT TO THE MODESTY OF WOMEN,2003,,,
Arunachal Pradesh,INSULT TO THE MODESTY OF WOMEN,2003,,,
Assam,INSULT TO THE MODESTY OF WOMEN,2003,,,
Bihar,INSULT TO THE MODESTY OF WOMEN,2003,,,
Chhattisgarh,INSULT TO THE MODESTY OF WOMEN,2003,,,
Goa,INSULT TO THE MODESTY OF WOMEN,2003,,,
Gujarat,INSULT TO THE MODESTY OF WOMEN,2003,,,
Haryana,INSULT TO THE MODESTY OF WOMEN,2003,,,
Himachal Pradesh,INSULT TO THE MODESTY OF WOMEN,2003,,,
Jammu & Kashmir,INSULT TO THE MODESTY OF WOMEN,2003,,,
Jharkhand,INSULT TO THE MODESTY OF WOMEN,2003,,,
Karnataka,INSULT TO THE MODESTY OF WOMEN,2003,,,
Kerala,INSULT TO THE MODESTY OF WOMEN,2003,,,
Madhya Pradesh,INSULT TO THE MODESTY OF WOMEN,2003,,,
Maharashtra,INSULT TO THE MODESTY OF WOMEN,2003,,,
Manipur,INSULT TO THE MODESTY OF WOMEN,2003,,,
Meghalaya,INSULT TO THE MODESTY OF WOMEN,2003,,,
Mizoram,INSULT TO THE MODESTY OF WOMEN,2003,,,
Nagaland,INSULT TO THE MODESTY OF WOMEN,2003,,,
Odisha,INSULT TO THE MODESTY OF WOMEN,2003,,,
Punjab,INSULT TO THE MODESTY OF WOMEN,2003,,,
Rajasthan,INSULT TO THE MODESTY OF WOMEN,2003,,,
Sikkim,INSULT TO THE MODESTY OF WOMEN,2003,,,
Tamil Nadu,INSULT TO THE MODESTY OF WOMEN,2003,,,
Tripura,INSULT TO THE MODESTY OF WOMEN,2003,,,
Uttar Pradesh,INSULT TO THE MODESTY OF WOMEN,2003,,,
Uttarakhand,INSULT TO THE MODESTY OF WOMEN,2003,,,
West Bengal,INSULT TO THE MODESTY OF WOMEN,2003,,,
A&N Islands,INSULT TO THE MODESTY OF WOMEN,2003,,,
Chandigarh,INSULT TO THE MODESTY OF WOMEN,2003,,,
D&N Haveli,INSULT TO THE MODESTY OF WOMEN,2003,,,
Daman & Diu,INSULT TO THE MODESTY OF WOMEN,2003,,,
Delhi UT,INSULT TO THE MODESTY OF WOMEN,2003,,,
Lakshadweep,INSULT TO THE MODESTY OF WOMEN,2003,,,
Puducherry,INSULT TO THE MODESTY OF WOMEN,2003,,,
All India,INSULT TO THE MODESTY OF WOMEN,2003,,,
Andhra Pradesh,CRUELTY BY HUSBAND OR RELATIVES,2003,,,
Arunachal Pradesh,CRUELTY BY HUSBAND OR RELATIVES,2003,,,
Assam,CRUELTY BY HUSBAND OR RELATIVES,2003,,,
